senderAddress,text,label
BZ-SBIINB,"Dear Customer, Your a/c no. XXXXXXXX7069 is credited by Rs.1000.00 on 20-04-22 by a/c linked to mobile 7XXXXXX569-MOHAMED BILAL MOHAM (IMPS Ref no 211016389653).If not done by you, call 1800111109. -SBI",
VM-SBIUPI,"Dear SBI User, your A/c X7069-debited by Rs100.0 on 19Apr22 transfer to {payeeName} sbin Ref No 210920630177. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",
VM-SBIUPI,"Dear SBI User, your A/c X7069-debited by Rs165.0 on 19Apr22 transfer to swiggyupi Ref No 210918019708. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",
BV-SBIUPI,"Dear SBI User, your A/c X7069-debited by Rs1436.0 on 19Apr22 transfer to swiggyupi Ref No 210909639965. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",
BX-CBSSBI,"Your AC XXXXX517069 Debited INR 25.00 on 18/04/22 -CDM CHARGE DR. Avl Bal INR 14,616.12.-SBI",
BX-SBIUPI,"Dear SBI User, your A/c X7069-debited by Rs1153.0 on 18Apr22 transfer to swiggyupi Ref No 210810893955. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",
BX-SBIUPI,"Dear SBI User, your A/c X7069-debited by Rs1804.0 on 17Apr22 transfer to swiggyupi Ref No 210717910137. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",
BP-SBIUPI,"Dear SBI User, your A/c X7069-debited by Rs1759.0 on 17Apr22 transfer to swiggyupi Ref No 210714770254. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7069 credited by Rs172 on 17Apr22 by  (Ref no 210783710772)",
BZ-SBIUPI,"Dear SBI User, your A/c X7069-debited by Rs1733.0 on 16Apr22 transfer to swiggyupi Ref No 210621785725. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2Lakhs at just Rs 499. Click Link https://zgz.nu/CGhRA6Wi -BFL,
VM-SBIUPI,"Dear SBI User, your A/c X7069-debited by Rs50.0 on 16Apr22 transfer to {payeeName} sbin Ref No 210618508935. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2Lakhs at just Rs 499. Click Link https://zgz.nu/CGhRvmXY -BFL,
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2Lakhs at just Rs 499. Click Link https://zgz.nu/HGuU53HQ -BFL,
BP-SBIUPI,"Dear SBI User, your A/c X7069-debited by Rs1851.0 on 14Apr22 transfer to swiggyupi Ref No 210419550509. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2Lakhs at just Rs 499. Click Link https://zgz.nu/C1CNoH-8 -BFL,
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 4lacs at just Rs 749. Click Link https://zgz.nu/CGhQp3R0 -BFL,
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 4lacs at just Rs 749. Click Link https://zgz.nu/C1CMN9Vu -BFL,
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 4lacs at just Rs 749. Click Link https://zgz.nu/CGhTUEXe -BFL,
BP-SBIPSG,"Dear Customer, INR 1,335.00 credited to your A/c No XX7069 on 13/04/2022 through NEFT with UTR SIN31702R6907204 by M/S BUNDL TECHNOLOGI, INFO: -SBI",
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 4lacs at just Rs 749. Click Link https://zgz.nu/CGhTSHTZ -BFL,
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2Lakhs at just Rs 499. Click Link https://zgz.nu/C1CMwCVW -BFL,
BV-SBIUPI,"Dear SBI User, your A/c X7069-debited by Rs1000.0 on 12Apr22 transfer to K MUKESH KUMAR Ref No 210215211642. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI -SBI",
VM-SBIUPI,"Rs1800.0 debited@SBI UPI frm A/cX7069 on 11Apr22 RefNo 210121268588. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
BZ-SBIUPI,"Rs1.0 debited@SBI UPI frm A/cX7069 on 11Apr22 RefNo 210121251062. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
BZ-CBSSBI,"Your AC XXXXX517069 Debited INR 25.00 on 11/04/22 -CDM CHARGE DR. Avl Bal INR 16,257.12.-SBI",
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2Lakhs at just Rs 499. Click Link https://zgz.nu/C1BQEheN -BFL,
BX-SBIUPI,"Rs239.0 debited@SBI UPI frm A/cX7069 on 10Apr22 RefNo 210088939616. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
BX-SBIUPI,"Dear SBI UPI User, ur A/cX7069 credited by Rs140 on 10Apr22 by  (Ref no 210043817996)",
BP-SBIUPI,"Dear SBI UPI User, ur A/cX7069 credited by Rs106 on 10Apr22 by  (Ref no 210043677429)",
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7069 credited by Rs263 on 10Apr22 by  (Ref no 210017841566)",
BZ-SBIUPI,"Dear SBI UPI User, ur A/cX7069 credited by Rs240 on 10Apr22 by  (Ref no 210014212707)",
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2Lakhs at just Rs 499. Click Link https://zgz.nu/C1BQTCY3 -BFL,
BX-SBIUPI,"Dear SBI UPI User, ur A/cX7069 credited by Rs97 on 10Apr22 by  (Ref no 210017888565)",
BV-SBIUPI,"Rs1729.0 debited!SBI UPI frm A/cX7069 on 09Apr22 RefNo 209921930093. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
BX-SBIUPI,"Rs1699.0 debited@SBI UPI frm A/cX7069 on 08Apr22 RefNo 209822062917. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
BV-SBIUPI,"Dear SBI UPI User, ur A/cX7069 credited by Rs472 on 08Apr22 by  (Ref no 209830088745)",
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2 Lacs at just Rs 499. Click https://zgz.nu/C1TGMcIA -BFL,
VK-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2 Lacs at just Rs 499. Click https://zgz.nu/CG3teEK3 -BFL,
BV-ATMSBI,"Dear Customer, transaction number 209216508753 for Rs.1130.00 by SBI Debit Card X4254 done at 4307826M on 02Apr22 at 21:50:43. Your updated available balance is Rs.20896.12. If not done by you, forward this SMS to 9223008333/ call 1800111109/9449112211 to block card.",
BX-SBIUPI,"Rs1599.0 debited@SBI UPI frm A/cX7069 on 01Apr22 RefNo 209112978380. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
BP-SBIINB,"Dear Customer, Your a/c no. XXXXXXXX7069 is credited by Rs.25000.00 on 31-03-22 by a/c linked to mobile 9XXXXXX840-KRISHNAKUMAR R (IMPS Ref no 209022310827).If not done by you, call 1800111109. -SBI",
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2 Lacs at just Rs 499. Click https://zgz.nu/C1TZtCBX -BFL,
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2 Lacs at just Rs 499. Click https://zgz.nu/CG3st_5b -BFL,
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7069 credited by Rs141 on 29Mar22 by  (Ref no 208834856282)",
BZ-CBSSBI,"Your A/C XXXXX517069 Credited INR 6,200.00 on 29/03/22 -Deposit of Cash at S5NE008676621 CDM. Avl Bal INR 19,322.12-SBI",
VM-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2 Lacs at just Rs 499. Click https://zgz.nu/HG8lLOpM -BFL,
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7069 credited by Rs392 on 28Mar22 by  (Ref no 208715364190)",
VM-SBIUPI,"Rs1500.0 debited@SBI UPI frm A/cX7069 on 28Mar22 RefNo 208715380351. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2 Lacs at just Rs 499. Click https://zgz.nu/H71KBsIy -BFL,
VM-SBIUPI,"Rs399.0 debited@SBI UPI frm A/cX7069 on 27Mar22 RefNo 208622647076. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
VM-SBIUPI,"Rs1740.0 debited@SBI UPI frm A/cX7069 on 27Mar22 RefNo 208616659721. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7069 credited by Rs231 on 27Mar22 by  (Ref no 208613305461)",
VM-SBIUPI,"Dear SBI UPI User, ur A/cX7069 credited by Rs190 on 27Mar22 by  (Ref no 208694602812)",
VM-SBIUPI,"Rs900.0 debited@SBI UPI frm A/cX7069 on 27Mar22 RefNo 208611442848. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
VM-SBIUPI,"Rs1.0 debited@SBI UPI frm A/cX7069 on 27Mar22 RefNo 208611381146. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
VM-SBIUPI,"Rs1.0 debited@SBI UPI frm A/cX7069 on 27Mar22 RefNo 208611311986. If not done by u, fwd this SMS to 9223008333/Call 1800111109 or 09449112211 to block UPI",
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2 Lacs at just Rs 499. Click https://zgz.nu/H71KoMFv -BFL,
BX-SBIINB,"Dear Customer, Your a/c no. XXXXXXXX7069 is credited by Rs.1.00 on 21-03-22 by a/c linked to mobile 9XXXXXX065-BUNDL TECHNOLOGIES  (IMPS Ref no 208016279399).If not done by you, call 1800111109. -SBI",
VK-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2 Lacs at just Rs 499. Click https://zgz.nu/H7F1s34h -BFL,
TX-APLOTF,You earned Rs.6.00 OneApollo Health Credits(HCs) on txn dated 18/03/2022. Redeem them on medicine orders on Apollo24|7 klr.pw/2471AD/ or at your nearest store.,
TX-APLOTF,You earned Rs.31.50 OneApollo Health Credits(HCs) on txn dated 18/03/2022. Redeem them on medicine orders on Apollo24|7 klr.pw/2471AD/ or at your nearest store.,
TX-APLOTF,You earned Rs.2.70 OneApollo Health Credits(HCs) on txn dated 18/03/2022. Redeem them on medicine orders on Apollo24|7 klr.pw/2471AD/ or at your nearest store.,
VK-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2 Lacs at just Rs 499. Click https://zgz.nu/HGMvdPKI -BFL,
VM-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2 Lacs at just Rs 499. Click https://zgz.nu/HGMvqNwi -BFL,
TX-APLOTF,You earned Rs.3.97 OneApollo Health Credits(HCs) on txn dated 13/03/2022. Redeem them on medicine orders on Apollo24|7 klr.pw/2471AD/ or at your nearest store.,
JX-RELONE,"Dear Customer, 
You are now eligible for 20% cashback in JioMart Maha Cashback Program. The cashback will be credited to your Reliance One account linked with mobile no. within next 3 days. Redeem cashback on your next purchase. T&C apply.
Team JioMart",
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2 Lacs at just Rs 499. Click https://zgz.nu/Hpmg41kx -BFL,
TX-APLOTF,You earned Rs.5.00 OneApollo Health Credits(HCs) on txn dated 10/03/2022. Redeem them on medicine orders on Apollo24|7 klr.pw/2471AD/ or at your nearest store.,
AD-APLOTF,You have redeemed Rs.37.00 Health Credits on your order. Use your Rs.15.28 balance HCs on medicine orders on Apollo 24l7 klr.pw/2471AD/ or at your nearest store!,
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 4 Lacs at just Rs 749. Click https://zgz.nu/HGMhBGZ4 -BFL,
AD-APLOTF,You earned Rs.11.95 OneApollo Health Credits(HCs) on txn dated 10/03/2022. Redeem them on medicine orders on Apollo24|7 klr.pw/2471AD/ or at your nearest store.,
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2 Lacs at just Rs 499. Click https://zgz.nu/H7F2HS_Z -BFL,
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 4 Lacs at just Rs 749. Click https://zgz.nu/H0oahWWS -BFL,
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 4 Lacs at just Rs 749. Click https://zgz.nu/HGMhbfhq -BFL,
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2 Lacs at just Rs 499. Click https://zgz.nu/CGGWWqaZ -BFL,
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 4 Lacs at just Rs 749. Click https://zgz.nu/CGGWd4P8 -BFL,
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 4 Lacs at just Rs 749. Click https://zgz.nu/CGGW2KoP -BFL,
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2 Lacs at just Rs 499. Click https://zgz.nu/C0jHC4de -BFL,
JD-BAJAJF,"Dear Bajaj Customer, You Account can be credited upto 111,000 from pre approved loan to avail Call on 18001030333 or Missed call on 8744961000",
QP-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2 Lacs at just Rs 499. Click https://zgz.nu/C0N5qPp7 -BFL,
VK-BAJAJF,Protect your credit/debit card from unauthorised transactions upto Rs 2 Lacs at just Rs 499. Click https://zgz.nu/CFwMpGUA -BFL,
JM-TMBANK,Your A/c No.XXXX3064 is credited with Rs.390.00 on 11-05-2022 05:07 PM and KVBL A/c linked to karthickatsab@okicici is debited (UPI Ref No.213167575763) - TMB,
AX-TMBANK,Your A/c No.XXXX3064 is debited with Rs.110.00 on 11-05-2022 03:12 PM and UTIB A/c linked to gpay-11194292864@okbizaxis is credited (UPI Ref No.213175972832) - TMB,
AX-TMBANK,Your A/c No.XXXX3064 is debited with Rs.182.00 on 11-05-2022 02:44 PM and ICIC A/c linked to shadowfax@icici is credited (UPI Ref No.213119532103) - TMB,
AX-TMBANK,"Your A/c No.XXXX3064 is debited with Rs.1,000.00 on 10-05-2022 09:34 PM and ICIC A/c linked to 613405029645@ICIC0006134.ifsc.npci is credited (UPI Ref No.213091777054) - TMB",
AX-TMBANK,"Your A/c No.XXXX3064 is debited with Rs.1,000.00 on 10-05-2022 08:32 PM and ICIC A/c linked to shadowfax@icici is credited (UPI Ref No.213049058040) - TMB",
AX-TMBANK,Your A/c No.XXXX3064 is debited with Rs.300.00 on 10-05-2022 07:38 PM and ICIC A/c linked to shadowfax@icici is credited (UPI Ref No.213085257127) - TMB,
VM-TMBANK,"Dear Customer, Ur SB303064 is credited with Rs.1.0 on 10-05-2022 by SHADOWFAXTECHNOLOGI from ICIC bank via IMPS RefNo: 213015821557. Avbl Bal Rs.704.68 -TMB",
AX-TMBANK,"Dear Customer, Ur SB303064 is credited with Rs.1.0 on 10-05-2022 by CASHFREEPAYMENTSIN from IDFB bank via IMPS RefNo: 213014348852. Avbl Bal Rs.703.68 -TMB",
TMBANK,Your A/c No.XXXX3064 is debited with Rs.300.00 on 10-05-2022 11:59 AM and ICIC A/c linked to shadowfax@icici is credited (UPI Ref No.213043446565) - TMB,
QP-CMNTRI,"Unresolved Hero Fincorp Two-wheeler lon has reduced your credit score to 575.
Resolve now to get top loans
v.db1.in/2l4sau
CM",
TMBANK,Your A/c No.XXXX3064 is debited with Rs.179.00 on 10-05-2022 11:22 AM and ICIC A/c linked to billdesk.prepaid-mobile@icici is credited (UPI Ref No.213018945319) - TMB,
JM-TMBANK,"Dear Customer,U have initiated the request of adding ur TMB Account linked with ur Mobile No.XXXXXXXX0520 in Google Pay UPI App. Don't share ur DEBIT Card details/OTP to avoid financial loss. If this is not you, Contact our Customer Care 0461- 2383325/26/27 - TMB",
JM-KVBUPI,Your a/c XXXXXXXXXXXX9102 is credited Rs. 300.00 from Mr SANKAR RAMASAMY on 5/9/2022 6:22:32 PM.info :UPI/P2A/212924382597 -KVB,
AX-KVBUPI,Your a/c XXXXXXXXXXXX9102 is credited Rs. 50.00 from UMABHARATHI  S on 5/9/2022 2:03:19 PM.info :UPI/P2A/212900080503 -KVB,
CP-KVBANK,Your a/c no. XXXXXXXXXXXX9102 is credited by INR 50.00 on 09-05-22 by a/c linked to mobile xxxxxx9999 (IMPS Ref no. 212908024099). Avl Bal INR 251.43 -KVB,
AX-TMBANK,Your A/c No.XXXX3064 is debited with Rs.100.00 on 08-05-2022 09:41 PM and UTIB A/c linked to zomatoindia.rzp@axisbank is credited (UPI Ref No.212839124778) - TMB,
AX-TMBANK,Your A/c No.XXXX3064 is debited with Rs.500.00 on 08-05-2022 09:39 PM and UTIB A/c linked to zomatoindia.rzp@axisbank is credited (UPI Ref No.212880010374) - TMB,
VM-TMBANK,Your A/c No.XXXX3064 is credited with Rs.79.00 on 08-05-2022 03:18 PM and SIBL A/c linked to ramsj1631-1@okhdfcbank is debited (UPI Ref No.212871589581) - TMB,
AX-TMBANK,Your A/c No.XXXX3064 is debited with Rs.500.00 on 08-05-2022 03:08 PM and UTIB A/c linked to zomatoindia.rzp@axisbank is credited (UPI Ref No.212871397007) - TMB,
AX-TMBANK,Your A/c No.XXXX3064 is credited with Rs.336.00 on 08-05-2022 01:46 PM and SBIN A/c linked to manimegalaisuresh-1@oksbi is debited (UPI Ref No.212813371115) - TMB,
AX-TMBANK,Your A/c No.XXXX3064 is credited with Rs.100.00 on 07-05-2022 11:44 PM as a reversal of debit transaction for UPI Ref No.212764550725 - TMB,
AX-TMBANK,Your A/c No.XXXX3064 is debited with Rs.100.00 on 07-05-2022 11:44 PM and TMBL A/c linked to 265700300103796@TMBL0000265.ifsc.npci is credited (UPI Ref No.212764550725) - TMB,
AX-TMBANK,Your A/c No.XXXX3064 is debited with Rs.700.00 on 07-05-2022 06:38 PM and CIUB A/c linked to 9940724643@ybl is credited (UPI Ref No.212738719658) - TMB,
AX-TMBANK,"Dear Customer,U have initiated the request of adding ur TMB Account linked with ur Mobile No.XXXXXXXX0520 in Google Pay UPI App. Don't share ur DEBIT Card details/OTP to avoid financial loss. If this is not you, Contact our Customer Care 0461- 2383325/26/27 - TMB",
BP-CMNTRI,"Your credit score is 575
Clean-close 1 negative account(s) to avoid future loan rejections
https://surl.onl/wLyjQ
CreditMantri",
AX-KVBUPI,Your a/c XXXXXXXXXXXX9102 is credited Rs. 1.05 from Paytm on 5/5/2022 1:04:35 PM.info :P2A/212529447510 -KVB,
VM-BAJAJF,"CREDIT LIMIT UPDATE:
Check your Bajaj Finserv Insta EMI Card offer. Click https://zgz.nu/CHQ9Cue9 to apply for Insta EMI Card. T&C Bajaj Finserv",
AX-TMBANK,"Your A/c No.XXXX3064 is debited with Rs.1,000.00 on 04-05-2022 07:53 PM and TMBL A/c linked to 265100050300767@TMBL0000265.ifsc.npci is credited (UPI Ref No.212438060411) - TMB",
AX-TMBANK,Your A/c No.XXXX3064 is debited with Rs.200.00 on 04-05-2022 06:23 PM and KVBL A/c linked to 1620166000009102@KVBL0001620.ifsc.npci is credited (UPI Ref No.212451638318) - TMB,
AX-KVBUPI,Your a/c XXXXXXXXXXXX9102 is credited Rs. 200.00 from SATHEESH D on 5/4/2022 6:22:51 PM.info :P2A/212451638318 -KVB,
AX-TMBANK,"Your A/c No.XXXX3064 is debited with Rs.2,500.00 on 04-05-2022 06:22 PM and KVBL A/c linked to 1620166000009102@KVBL0001620.ifsc.npci is credited (UPI Ref No.212451497236) - TMB",
AX-KVBUPI,Your a/c XXXXXXXXXXXX9102 is credited Rs. 2500.00 from SATHEESH D on 5/4/2022 6:21:07 PM.info :P2A/212451497236 -KVB,
LOANFR,"Hi, cash problem? Don't worry! Get a Instant Navi Personal Loan:
 From Rs. 1L - Rs. 5L,Flexible EMIs,0 paperwork & no bank visits. Instant Bank Credit Apply Now: https://bit.ly/3mobHl1",
+918383055861,"Congrats 967730XXXX,
Your A/C Can Be Credited Upto Rs.4,98,000/- By Stashfin App.
Submit Your Details Now : am9.in/s/a7S0rCWEj5
Get the amount in 5 Mins
T&C*",
AX-KVBUPI,"Your a/c XXXXXXXXXXXX9102 is debited Rs. 140.00 on 5/3/2022 11:19:20 AM to Super Agencies .
info :P2A/212311044983 -KVB",
AX-KVBUPI,Your a/c XXXXXXXXXXXX9102 is credited Rs. 100.00 from Mr SINGARAJ G on 5/3/2022 11:14:05 AM.info :UPI/P2A/212370526699 -KVB,
AX-TMBANK,Your A/c No.XXXX3064 is debited with Rs.8.00 on 03-05-2022 10:44 AM and KVBL A/c linked to 1620166000009102@KVBL0000001.ifsc.npci is credited (UPI Ref No.212302138080) - TMB,
AX-KVBUPI,Your a/c XXXXXXXXXXXX9102 is credited Rs. 8.00 from SATHEESH D on 5/3/2022 10:43:39 AM.info :P2A/212302138080 -KVB,
AX-KVBUPI,"Your a/c XXXXXXXXXXXX9102 is debited Rs. 37.00 on 5/3/2022 10:10:36 AM to Anandha Medicals .
info :P2A/212368020886 -KVB",
AX-KVBUPI,"Your a/c XXXXXXXXXXXX9102 is debited Rs. 10.00 on 5/3/2022 10:07:49 AM to C HARIPRIYA KAMAKODI .
info :P2A/212385475796 -KVB",
AX-KVBUPI,Your a/c XXXXXXXXXXXX9102 is credited Rs. 60.00 from Mr Shanawas on 5/2/2022 8:18:20 PM.info :UPI/P2A/212299076828 -KVB,
VM-KVBANK,"Your a/c no. XXXXXXXXXXXX9102 is debited for INR 7,000.00 on 02-05-22 and credited IMPS-ﾃ�212218965126ﾃ�-TMBL-XXXX0767-loan.If not done by you, call 18005721916 - Get protected from COVID19- Wear mask. Wash your hands frequently. Maintain social distancing -KVB",
VM-KVBANK,"Your A/c XX9102 Credited INR 100.00 on 02-May-22 18:16:32 * ATM-CASH DEPOSIT AT CDM-S1ECD167401 * Avl Bal is INR 7,025.28 -KVB",
VM-KVBANK,"Your A/c XX9102 Credited INR 500.00 on 02-May-22 18:14:59 * ATM-CASH DEPOSIT AT CDM-S1ECD167401 * Avl Bal is INR 6,925.28 -KVB",
VM-KVBANK,"Your A/c XX9102 Credited INR 2,900.00 on 02-May-22 18:13:42 * ATM-CASH DEPOSIT AT CDM-S1ECD167401 * Avl Bal is INR 6,425.28 -KVB",
+919318394084,"Congratulations!
Your A/C No. XXXXXX Can Be Credited up to Rs 1 Lakh.
Submit Your Details for Approval: a0n.in/s/b300rzzClg",
AX-KVBUPI,Your a/c XXXXXXXXXXXX9102 is credited Rs. 250.00 from PUSPALATHA S on 5/2/2022 5:44:01 PM.info :UPI/P2A/212248153927 -KVB,
AX-KVBUPI,Your a/c XXXXXXXXXXXX9102 is credited Rs. 2000.00 from RAJASEKAR KRISHNAN on 5/2/2022 4:52:29 PM.info :UPI/P2A/212244054481 -KVB,
AX-KVBUPI,Your a/c XXXXXXXXXXXX9102 is credited Rs. 1000.00 from SATHEESH D on 5/2/2022 4:45:44 PM.info :P2A/212238168675 -KVB,
VD-KVBANK,"Your a/c XXXXXXXXXXXX9102 is debited Rs. 371.00 on 5/1/2022 8:43:05 PM to swiggyupi .
info :P2A/212143934622 -KVB",
+919773242984,"Your A/C No. XXXXXX Can Be Credited up to Rs.18,000/-. Instant Approval within 5 mins.
Submit Your Details for Approval: 18r.in/s/Rjf0rwPwIa",
VD-KVBANK,Your a/c XXXXXXXXXXXX9102 is credited Rs. 512.00 from AFREEN VALAYANCHIRA PUNNADIYIL on 5/1/2022 6:17:59 PM.info :UPI/P2A/212118114770 -KVB,
+916354479932,"Your A/C No. XXXXXX Can Be Credited upto Rs.10,000 to Rs.150,000 within 5 Mins. 100% Approval rate.
Click Here: 18r.in/s/OD10rvo0t6",
+918178816224,"Is your credit score good enough to get better loan and credit card offers?
Check here and make better financial decisions a0n.in/s/8pa0rvgbQn
Indialends",
+918178831678,"Get Instant Cash Loan up to Rs. 40,000/- directly credited To your Bank Account. 
Don't Wait for money anymore,
Check the app Now! 18r.in/s/BQJ0ru0Iyq",
+918076196633,"Is your credit score good enough to get better loan and credit card offers?
Check here and make better financial decisions 18r.in/s/8pa0ruf9SP
Indialends",
VD-KVBUPI,"Your a/c XXXXXXXXXXXX9102 is debited Rs. 50.00 on 4/30/2022 9:45:07 PM to ROHITH P .
info :P2A/212024332209 -KVB",
VK-BLOANY,"Enjoy an Instant credit Line of Rs 2,00,000/- with Zero Interest-rate & Repay in Easy EMIs. Instant Approval.
Download a0n.in/s/Y4f0roOsDQ BVS",
VD-KVBUPI,"Your a/c XXXXXXXXXXXX9102 is debited Rs. 1600.00 on 4/30/2022 4:39:10 PM to MAHENDRAN M .
info :P2A/212015911367 -KVB",
VK-TMBANK,"Ur Acc#303064 debited with Rs.1,000 for ATM Txn. Card#6345. Ref#016790. Acc Bal Rs.+1009.68. Please use nearby TMB ATM to enjoy more value added services at free of charge. Use Whatsapp Banking facility to find out location of nearest TMB ATM. Customer Care:0461-2383342,2383343-TMB",
VD-TMBANK,"Your A/c No.XXXX3064 is credited with Rs.2,000.00 on 30-04-2022 11:01 AM and KVBL A/c linked to 9677300520@ybl is debited (UPI Ref No.212065407518) - TMB",
VD-KVBUPI,"Your a/c XXXXXXXXXXXX9102 is debited Rs. 2000.00 on 4/30/2022 11:00:25 AM to Bank Account XXXXXXXXXXX3064 .
info :P2A/212065407518 -KVB",
VD-KVBANK,"Your a/c XXXXXXXXXXXX9102 is debited Rs. 130.00 on 4/29/2022 10:29:21 PM to BOOPATHI S .
info :P2A/211904026782 -KVB",
VD-KVBUPI,"Your a/c XXXXXXXXXXXX9102 is debited Rs. 120.00 on 4/29/2022 9:40:39 PM to ABDUL AJEESH SHAHULHAMED .
info :P2A/211903176873 -KVB",
VD-KVBUPI,"Your a/c XXXXXXXXXXXX9102 is debited Rs. 1700.00 on 4/29/2022 8:43:46 PM to PUSPALATHA S .
info :P2A/211913703198 -KVB",
VD-KVBANK,"Your a/c XXXXXXXXXXXX9102 is debited Rs. 80.00 on 4/29/2022 7:31:01 PM to Vasantha kumar .
info :P2A/211965128251 -KVB",
JM-BUEGIG,Congratulations from Bueno Finance. Your account has been credited with INR 5800.0. Please note that the EMI deduction will happen from the payout directly.,
BUEGIG,Congratulations from Bueno Finance. Your account has been credited with INR 5800.0. Please note that the EMI deduction will happen from the payout directly.,
VM-KVBANK,"Your a/c no. XXXXXXXXXXXX9102 is credited by INR 5,800.00 on 29-04-22 by a/c linked to mobile xxxxxx9999 (IMPS Ref no. 211915903401). Avl Bal INR 5,814.28 -KVB",
VD-KVBUPI,"Your a/c XXXXXXXXXXXX9102 is debited Rs. 600.00 on 4/29/2022 12:41:53 PM to RAMARAJAN M .
info :P2A/211991749949 -KVB",
VD-KVBUPI,Your a/c XXXXXXXXXXXX9102 is credited Rs. 600.00 from PUSPALATHA S on 4/29/2022 12:39:38 PM.info :UPI/P2A/211902373724 -KVB,
AD-KVBUPI,"Your a/c XXXXXXXXXXXX9102 is debited Rs. 130.00 on 4/28/2022 4:56:00 PM to Sri Balakumarran Agencies .
info :P2A/211846969662 -KVB",
AD-KVBUPI,"Your a/c XXXXXXXXXXXX9102 is debited Rs. 95.00 on 4/28/2022 4:20:18 PM to BALAJI KARTHIK .
info :P2A/211883603730 -KVB",
